#  Log[10,T [fm^-1]]	Log[10,E [fm^-4]]	Log[10,dE [fm^-4]]	Log[10,P [fm^-4]]	Log[10,dP [fm^-4]]
1001
-0.342	-1.4160211021526183	-0.3469020434963251	-2.036918325451989	-0.9808055568834597
-0.329	-1.3460841059317568	-0.28215521173754177	-1.969467345107886	-0.9243460081093676
-0.316	-1.2747640839213923	-0.21457094937129723	-1.9016415123152994	-0.8666939707745503
-0.303	-1.201780717594132	-0.14376145146819178	-1.8333010982018978	-0.8075920142846866
-0.29	-1.1268198616818048	-0.0693435351828743	-1.7642835763612625	-0.746748889433374
-0.277	-1.0495367038517132	0.009036060546278766	-1.6944003244845536	-0.6838408730455565
-0.264	-0.9695636147222314	0.09166766372771022	-1.623433661620425	-0.6185169247078913
-0.251	-0.8865245453838164	0.1787383844468108	-1.5511348717025943	-0.5504096878808605
-0.238	-0.8000578322246024	0.2702862949789511	-1.4772241329700357	-0.4791541301595692
-0.225	-0.7098489900990823	0.36615169662894925	-1.4013938324289585	-0.4044159861947114
-0.212	-0.6156739075394562	0.4659291194160097	-1.3233169454695095	-0.3259306207335949
-0.199	-0.5174513919434571	0.5689236201381063	-1.2426630663612823	-0.24355363755176412
-0.186	-0.41530090475025566	0.674117725228019	-1.1591239455974305	-0.15731723146402665
-0.173	-0.30959841105427754	0.7801548669439161	-1.072450301485444	-0.06748932304938875
-0.16	-0.20101936645794288	0.8853517616368487	-0.982499234032547	0.02537751818570665
-0.147	-0.09055454680383886	0.9877563661491163	-0.8892877663248852	0.12042136835458943
-0.134	0.020517138628429788	1.0852720285101085	-0.7930429429706651	0.21648667927916565
-0.121	0.13071228237586263	1.175864546318044	-0.6942336547823598	0.3121957117518865
-0.108	0.23848647799786252	1.2578479289472149	-0.5935674612703676	0.4060804871000598
-0.095	0.34242164695139243	1.330204378944434	-0.49194099753469206	0.49676100206944773
-0.082	0.44141712826852786	1.3928457176100077	-0.3903460786230354	0.5831325300218978
-0.069	0.5348295280427777	1.4466979874688597	-0.28975130898702367	0.6645083395437915
-0.056	0.6225161331916272	1.4935277285126856	-0.19099081627626383	0.7406719129935844
-0.043	0.7047723748846395	1.5355354752064563	-0.09468929163328696	0.8118260035356243
-0.03	0.7821952581186032	1.5748641536944619	-0.0012366789111533277	0.8784671826835729
-0.017	0.8555260089878991	1.6132138801314229	0.08919320433003938	0.941237583106272
-0.004	0.9255177477295091	1.6516797316383485	0.17659760201239863	1.0007996466607005
0.009	0.9928499956657374	1.6907992308273285	0.26109189677017963	1.057755498466639
0.022	1.0580892073341215	1.7307124331163348	0.3428617628903379	1.1126100262964225
0.035	1.1216825760531592	1.7713355171901475	0.4221262730330011	1.165764901315975
0.048	1.1839704747872475	1.812500939654876	0.4991126797471808	1.2175384572791432
0.061	1.2452092725356882	1.8540099242993673	0.5740456993216235	1.2681565631487182
0.074	1.3055766002310973	1.8956695363760527	0.6471156370782923	1.3177388536874703
0.087	1.3652191695597866	1.9374467028230893	0.7185219516324661	1.3665560540779678
0.1	1.4242365927224385	1.9791745052233016	0.78842540070829	1.4145934978772072
0.113	1.4827068906602168	2.020825919774	0.8569724950999221	1.4619755351530148
0.126	1.540690942498444	2.0623647136344236	0.9242924235111135	1.5087631672398902
0.139	1.5982377068595104	2.103773992580954	0.9904990097533336	1.5550111216733529
0.152	1.655387758193577	2.1450476728002297	1.0556926352805032	1.6007658402460663
0.165	1.7121756742541043	2.1861866532038214	1.1199620510515074	1.6460677187103252
0.178	1.7686316180888881	2.227195985343431	1.1833859842103636	1.690952457088949
0.191	1.8247823899302085	2.2680830103619125	1.246034540423027	1.7354520653041539
0.204	1.8806521215685323	2.3088560802566533	1.3079703966996583	1.7795954792422846
0.217	1.9362627411427236	2.349523799672989	1.3692498099731198	1.8234090534607577
0.23	1.9916343006944774	2.3900946006675574	1.4299234774874134	1.866916956247102
0.243	2.046785203871049	2.430576439280452	1.490037252435175	1.9101413707291393
0.256	2.101732379568231	2.470976701195309	1.54963275124486	1.9531027397785208
0.269	2.156491417761117	2.5113021398161197	1.6087478650982319	1.9958199131600323
0.282	2.2110766797228845	2.5515588758120784	1.6674171908226538	2.0383102833366626
0.295	2.2655013964883643	2.591752446641429	1.7256724015868228	2.080589932767689
0.308	2.3197777542404516	2.6318877281378845	1.7835425612699674	2.122673618113744
0.321	2.3739169369029547	2.6719693655853414	1.8410543548095937	2.164575206678844
0.334	2.4279293823953885	2.71200180149857	1.898232531576326	2.206307997165244
0.347	2.4818244722744343	2.7519873713588883	1.9550996798063396	2.247882195953985
0.36	2.535610978437096	2.791930479962393	2.0116768409937436	2.289310057598229
0.373	2.589296925780455	2.8318336086822833	2.067983443400446	2.3306011244824028
0.386	2.64288968599103	2.8716994211407383	2.1240374843875474	2.3717647568555615
0.399	2.6963960292093576	2.9115302827196667	2.179855653373075	2.4128095702709884
0.412	2.7498221715245124	2.95132832993327	2.2354534406740143	2.4537435400570753
0.425	2.8031738195236926	2.9910954885765215	2.290845235293034	2.494574043581084
0.438	2.8564562080526157	3.030833486976481	2.346044408878789	2.5353078924348766
0.451	2.9096741410563878	3.0705439108034316	2.401063397723895	2.575951415024326
0.464	2.9628320259573715	3.1102281941078407	2.455913773307433	2.6165104638345293
0.477	3.0159339069403637	3.1498876460998235	2.510606307983158	2.6569904645379636
0.49	3.0689834945002588	3.189523449519625	2.5651510335679473	2.6973964324218613
0.503	3.121984190942149	3.2291366741213006	2.6195572930321473	2.737733002703705
0.516	3.1749391181592768	3.268728311347192	2.673833792415176	2.7780044864058944
0.529	3.227851140353248	3.3082992619095233	2.727988645459379	2.818214870927798
0.542	3.280722886028851	3.3478503570796243	2.782029415849783	2.8583678582292595
0.555	3.333556768719521	3.387382353972369	2.835963156679882	2.8984668753457883
0.568	3.38635500105895	3.4268959276493893	2.8897964416805246	2.938515075659776
0.581	3.4391196149756955	3.4663917219735794	2.9435354017718	2.9785154091372266
0.594	3.49185247590684	3.5058703190804583	2.9971857543220053	3.0184705987113265
0.607	3.544555297017677	3.5453322610945173	3.0507528315093633	3.0583831747298715
0.62	3.5972296532964734	3.58477805244816	3.1042416077109873	3.0982554882489324
0.633	3.6498769917121026	3.624208145458922	3.1576567220274048	3.1380897039938302
0.646	3.702498641410998	3.6636229606563555	3.2110025001486666	3.1778878303326774
0.659	3.755095825515375	3.7030228997852013	3.2642829772094246	3.217651741977961
0.672	3.807669669703089	3.742408332614338	3.3175019166833533	3.257383172209286
0.685	3.860221210973616	3.7817796123510137	3.370662828888638	3.2970837361240726
0.698	3.9127514068603326	3.821137076738866	3.423768989398917	3.33675493911069
0.711	3.96526114091619	3.860481030995918	3.4768234531014333	3.3763981636070795
0.724	4.017751228834652	3.899811768578081	3.5298290684352307	3.41601469633794
0.737	4.070222426564281	3.9391295827326482	3.582788493219188	3.45560574655415
0.75	4.122675435422051	3.978434751085855	3.6357042069705128	3.495172433408559
0.763	4.175110907588553	4.017727548004873	3.688578523220742	3.534715803733775
0.776	4.227529451839637	4.057008251693652	3.7414136017024857	3.5742368434850538
0.789	4.2799316393303695	4.096277131913309	3.7942114602424613	3.613736470644585
0.802	4.33231800325691	4.135534435382754	3.8469739800930807	3.6532155198190694
0.815	4.384689047077583	4.174780439700231	3.899702919712632	3.6926748066231734
0.828	4.437045246943288	4.214015410858795	3.9523999223641852	3.7321150838298434
0.841	4.489387055064526	4.253239619354764	4.005066524429116	3.771537062672885
0.854	4.541714902987309	4.292453343810199	4.057704163405733	3.8109414194466003
0.867	4.594029205538439	4.331656876483399	4.110314186384549	3.850328804805475
0.88	4.646330363781572	4.370850497998117	4.162897857331709	3.8896998223917443
0.893	4.698618760922861	4.4100344723549	4.215456357054984	3.929055020938393
0.906	4.7508947729002164	4.449209127727216	4.267990797921206	3.968394988816657
0.919	4.803158767638879	4.4883747576728235	4.320502226922542	4.007720250110741
0.932	4.855411102024861	4.527531645651917	4.372991626312027	4.047031291423075
0.945	4.9076521285713826	4.566680121021923	4.425459923938133	4.086328626770613
0.958	4.959882196535398	4.60582050279228	4.4779079978323955	4.125612740003426
0.971	5.0121016497917985	4.644953091727115	4.53033667740656	4.164884078532993
0.984	5.064310827640976	4.684078198496567	4.582746747509743	4.20414308566172
0.997	5.116510067073922	4.723196145646802	4.635138953843724	4.243390205322228
1.01	5.168699702921831	4.762307254476548	4.6875140061229414	4.282625869663906
1.023	5.220880068759783	4.801411831237481	4.73987258187753	4.3218504894955325
1.036	5.273051490403274	4.840510164958214	4.792215322661226	4.3610644467956625
1.049	5.325214297323794	4.879602601276472	4.8445428482130115	4.40026818405812
1.062	5.377368812865034	4.91868941416824	4.896855749093715	4.439462061456001
1.075	5.429515358261317	4.95777090438621	4.949154593111883	4.478646468475488
1.088	5.481654249643839	4.996847348747313	5.001439924535102	4.517821767338165
1.101	5.533785799906337	5.035919033730443	5.05371226805246	4.556988331636163
1.114	5.585910317771425	5.074986234342804	5.105972129764952	4.5961465234107495
1.127	5.63802810815466	5.114049202443609	5.158219999330782	4.635296684792158
1.14	5.690139464557105	5.1531081662323475	5.210456343938047	4.674439129933756
1.153	5.742244681753207	5.192163411417528	5.262681622547348	4.713574241980515
1.166	5.794344043859847	5.231215135345023	5.314896275211559	4.752702308942138
1.179	5.846437829514198	5.270263567285824	5.367100729464521	4.7918236581757965
1.192	5.898526308322812	5.309308903242492	5.419295397788204	4.830938582772521
1.205	5.950609742607674	5.348351345637251	5.471480680270825	4.870047385591975
1.218	6.002688386773181	5.387391088329048	5.523656964744298	4.909150361416892
1.231	6.054762489188232	5.426428303338879	5.575824629327876	4.948247787335056
1.244	6.106832282565982	5.465463126313714	5.627984033309859	4.987339897317886
1.257	6.15889799882524	5.504495761995836	5.680135532513414	5.026427005905775
1.27	6.210959856143906	5.543526320088528	5.732279466644268	5.065509322768835
1.283	6.263018066041078	5.582554955380371	5.784416166668213	5.104587108697676
1.296	6.315072830029767	5.621581784320054	5.8365459516448155	5.143660582558649
1.309	6.367124340310805	5.660606924850211	5.888669129555392	5.182729964540612
1.322	6.41917278054083	5.699630491572043	5.940785998150736	5.221795470308037
1.335	6.471218326180094	5.738652593556773	5.992896845331784	5.2608573082929935
1.348	6.5232611449398235	5.7776733271698335	6.045001949593066	5.2999156729869865
1.361	6.575301394299885	5.8166927700532405	6.0971015774996244	5.338970736313871
1.374	6.627339224284685	5.855711012434034	6.149195986414234	5.378022682173394
1.387	6.679374777104582	5.894728134795044	6.201285424064677	5.417071681235574
1.4	6.731408188410671	5.933744215177663	6.253370129717374	5.45611789996948
1.413	6.7834395857915215	5.972759313100374	6.305450332580558	5.495161482587595
1.426	6.835469089073878	6.011773488105592	6.357526252013891	5.534202570574028
1.439	6.887496811668793	6.050786802138957	6.40959809878651	5.573241305338567
1.452	6.939522860698503	6.0897993143449485	6.461666075117087	5.612277821980399
1.465	6.991547338424514	6.128811079957086	6.5137303760234735	5.651312249829627
1.478	7.043570339499795	6.167822133361802	6.565791186497491	5.6903446924765575
1.491	7.095591953128396	6.206832521679926	6.6178486836049	5.729375264635335
1.504	7.147612263319728	6.245842287197076	6.66990303668649	5.768404072819655
1.517	7.199631349318179	6.284851474103127	6.721954407745274	5.807431222370624
1.53	7.251649286993146	6.323860121885395	6.774002952805937	5.846456812275774
1.543	7.303666145533834	6.362868248981235	6.8260488185839385	5.885480915416468
1.556	7.355681990432971	6.401875891909227	6.878092145462227	5.924503622054545
1.569	7.407696882914956	6.440883080881223	6.930133066917699	5.9635250123291055
1.582	7.459710881698102	6.4798898534571	6.98217171129385	6.002545172202556
1.595	7.511724042204784	6.518896228812717	7.034208201027392	6.041564166698006
1.608	7.563736413959697	6.557902217995899	7.086242650070038	6.080582048452167
1.621	7.6157480452145965	6.596907859811056	7.138275168550888	6.1195988983290155
1.634	7.667758981489816	6.635913171865982	7.190305861356389	6.158614772572846
1.647	7.719769264449661	6.674918169339054	7.242334827050889	6.1976297222485535
1.66	7.7717789342529136	6.713922877073476	7.294362160280208	6.236643807696146
1.673	7.823788027695306	6.752927305781406	7.346387949968439	6.275657071717733
1.686	7.87579657961527	6.791931476617826	7.398412280784306	6.314669566634976
1.699	7.927804623217159	6.830935405205102	7.450435233527203	6.353681337699057
1.712	7.979812188627041	6.869939101099902	7.50245688374737	6.392692421325927
1.725	8.031819305180536	6.90894258399988	7.554477304102257	6.43170286416698
1.738	8.083825999494325	6.947945860184644	7.60649656249556	6.470712696422323
1.751	8.135832297024791	6.986948947188594	7.6585147237062445	6.509721959183915
1.764	8.187838222033506	7.025951855950109	7.710531849423994	6.548730685554528
1.777	8.239843796484239	7.064954591577377	7.762547997215874	6.587738900856653
1.79	8.291849041260763	7.103957169041394	7.814563221814597	6.626746639695996
1.803	8.343853976715383	7.142959598995619	7.866577575736525	6.665753931660787
1.816	8.395858620694828	7.18196188274906	7.918591107375329	6.704760794543817
1.829	8.447862990791117	7.2209640365387315	7.970603863321116	6.743767261517036
1.842	8.499867103699307	7.259966067257762	8.02261588778404	6.782773354879851
1.855	8.551870974702847	7.2989679754014976	8.074627222144247	6.821779089732639
1.868	8.603874616878686	7.337969768159088	8.126637904219896	6.860784485840582
1.881	8.655878045595921	7.376971467477174	8.178647972828504	6.899789580221283
1.894	8.707881272528306	7.415973060424912	8.230657461857435	6.938794369980777
1.907	8.75988431013229	7.454974564840823	8.282666404800949	6.977798885756586
1.92	8.81188716947296	7.493975979191886	8.334674832641474	7.016803136275246
1.933	8.863889860766161	7.532977310698086	8.386682774445807	7.0558071387885795
1.946	8.915892394527843	7.571978568302892	8.438690258566721	7.0948109124392165
1.959	8.967894779754628	7.610979749220322	8.490697310873147	7.133814462895654
1.972	9.019897024952757	7.649980861723964	8.542703955827454	7.172817806948401
1.985	9.071899139015	7.688981913104934	8.594710217408604	7.211820960492808
1.998	9.123901129259753	7.727982899171197	8.646716117195146	7.250823926217446
2.011	9.175903002760625	7.7669838286539585	8.698721675737378	7.289826720069497
2.024	9.227904767049653	7.805984707697561	8.75072691330113	7.328829355460492
2.037	9.27990642809692	7.844985531159541	8.80273184788578	7.367831832850859
2.05	9.331907991762057	7.883986307626129	8.85473649671292	7.406834166912261
2.063	9.383909464431142	7.922987042620817	8.906740876898507	7.4458363693190135
2.076	9.435910851008503	7.961987730454693	8.958745003478024	7.48483843896233
2.089	9.487912156313186	8.000988378932458	9.01074889083507	7.523840388736379
2.102	9.539913385754149	8.039988993467876	9.062752553407046	7.562842229271887
2.115	9.59191454341926	8.078989568274963	9.114756003802892	7.601843958567974
2.128	9.643915633225431	8.117990109647558	9.166759253980828	7.640845587114633
2.141	9.69591665972784	8.15699062355401	9.218762316083787	7.679847125293411
2.154	9.74791762649033	8.195991104402358	9.270765200834441	7.718848570797726
2.167	9.79991853644427	8.234991554872582	9.322767917917679	7.757849929511909
2.18	9.851919393422747	8.273991984038306	9.374770477537192	7.796851214366125
2.193	9.903920200783901	8.31299238826843	9.426772889059889	7.835852424633929
2.206	9.955920960953044	8.351992765550667	9.478775160578058	7.874853560828974
2.219	10.007921676723758	8.390993122156004	9.530777300229536	7.913854632283525
2.232	10.059922350872071	8.429993459126244	9.582779315829855	7.9528556426125805
2.245	10.111922985781181	8.468993774998593	9.63478121451399	7.991856592706946
2.258	10.16392358340299	8.507994072490861	9.686783002714014	8.030857487237697
2.271	10.215924146729948	8.546994356779267	9.738784687646254	8.069858334404357
2.284	10.267924677037453	8.585994618306817	9.790786274568005	8.108859125646847
2.297	10.319925176155335	8.624994866819248	9.842787769062763	8.147859873013399
2.31	10.371925646655884	8.66399510494755	9.89478917724114	8.186860581419772
2.323	10.423926089730635	8.702995324308494	9.946790503629776	8.225861243436022
2.336	10.475926506691218	8.741995530768609	9.998791752683749	8.264861866683352
2.349	10.527926899554172	8.780995729180873	10.050792929382306	8.30386245789391
2.362	10.579927269789971	8.819995914580675	10.102794037988113	8.342863013297414
2.375	10.63192761819781	8.858996085750865	10.154795081931768	8.381863532712195
2.388	10.683927946152776	8.897996250206244	10.206796065068156	8.420864025157043
2.401	10.735928255551029	8.936996407926317	10.258796991630291	8.45986449222346
2.414	10.787928546741474	8.975996550249764	10.310797864169116	8.498864925500412
2.427	10.83992882065665	9.014996686337135	10.362798685692141	8.537865335548874
2.44	10.891929079079665	9.05399681855238	10.414799459937663	8.57686572625913
2.453	10.943929322362465	9.092996938432467	10.46680018909987	8.61586608923167
2.466	10.995929551383743	9.13199705174416	10.518800875793243	8.654866431618949
2.479	11.047929766929775	9.170997159670787	10.570801522439524	8.693866755169166
2.492	11.099929970331475	9.209997263645178	10.622802131910516	8.732867062586603
2.505	11.151930161727162	9.248997357444885	10.674802705796285	8.771867347634005
2.518	11.203930341956886	9.287997447696913	10.726803246304636	8.810867618160504
2.531	11.255930511781045	9.32699753338202	10.77880375548455	8.84986787365496
2.544	11.30793067182093	9.365997613105863	10.830804235171302	8.88886811337701
2.557	11.359930822297825	9.40499768601865	10.882804686729845	8.927868336815001
2.57	11.411930963894072	9.443997753601993	10.934805111919959	8.966868546450826
2.583	11.463931096391642	9.482997820965267	10.986805511538611	9.005868746600163
2.596	11.515931223499635	9.521997898199382	11.038805890251115	9.044868951078554
2.609	11.567931342117184	9.560997946914023	11.090806245857337	9.08386911739587
2.622	11.619931453820998	9.599998003046247	11.142806580782533	9.12286928546587
2.635	11.671931558706856	9.638998054334214	11.19480689592183	9.161869441702935
2.648	11.723931657853358	9.677998107077505	11.246807193106818	9.200869593687589
2.661	11.775931751341599	9.716998153008342	11.298807473127896	9.239869732954805
2.674	11.827931839040417	9.755998193562998	11.350807736522071	9.27886986125584
2.687	11.879931921406481	9.794998235761037	11.402807984375407	9.317869986030425
2.7	11.931931999715886	9.833998278980697	11.454808218556886	9.356870107645392
2.713	11.983932073056803	9.872998312294584	11.50680843871315	9.395870214019686
2.726	12.035932142284466	9.911998347987385	11.558808646225492	9.434870319046526
2.739	12.087932207331193	9.950998379522389	11.610808841521756	9.473870415595723
2.752	12.139932268694125	9.989998410934867	11.662809025565847	9.512870508437018
2.765	12.191932326447706	10.028998439445452	11.714809198871876	9.551870594686314
2.778	12.24393238086377	10.067998467316398	11.76680936212581	9.590870676962084
2.791	12.2959324322778	10.106998493104362	11.818809516053227	9.629870754144521
2.804	12.347932480371998	10.145998515228102	11.870809660703769	9.668870824335027
2.817	12.399932525859704	10.18499853952343	11.922809797136876	9.707870894263985
2.83	12.451932568648921	10.22399856050459	11.974809925586554	9.746870957999427
2.843	12.503932609020248	10.262998580984378	12.026810046640472	9.78587101887897
2.856	12.55593264696301	10.301998599580083	12.07881016057719	9.824871075402763
2.869	12.607932682794146	10.340998617930499	12.130810267986075	9.86387112962047
2.882	12.659932716439368	10.379998634255891	12.18281036904945	9.902871179567589
2.895	12.711932748241178	10.418998650699939	12.234810464351526	9.941871227855232
2.908	12.763932778075953	10.457998665029548	12.28681055399633	9.980871271989244
2.921	12.815932806301387	10.496998679762958	12.338810638556001	10.019871314993543
2.934	12.867932832757992	10.53599868702688	12.390810718073025	10.058871349060258
2.947	12.9199328560363	10.574998686804102	12.442810791328174	10.097871373213758
2.96	12.971932877714861	10.613998714132995	12.494810860079191	10.136871423156203
2.973	13.0239329035023	10.652998753822605	12.54681093020349	10.175871488073842
2.986	13.075932924310857	10.691998733848763	12.598810992772265	10.214871486380154
2.999	13.127932944038449	10.730998748847028	12.650811051833179	10.253871521827602
3.012	13.17993296256175	10.76999875753558	12.702811107403935	10.292871548988984
3.025	13.231932980004782	10.80899876630381	12.7548111597414	10.331871575213835
3.038	13.283932996434125	10.847998774522674	12.806811209037274	10.37087159986587
3.051	13.335933011908695	10.886998782259385	12.858811255468321	10.409871623079976
3.064	13.387933026483978	10.92599878954651	12.910811299201034	10.448871644945012
3.077	13.43993304021224	10.96499879641018	12.962811340392223	10.487871665539378
3.09	13.491933053142706	11.003998802874996	13.014811379189597	10.52687168493692
3.103	13.54393306532174	11.042998808964146	13.066811415732268	10.565871703207195
3.116	13.595933076793015	11.081998814699444	13.11881145015127	10.604871720415714
3.129	13.64793308759766	11.120998820101466	13.170811482570025	10.64387173662418
3.142	13.699933097774418	11.159998825189575	13.222811513104778	10.682871751890714
3.155	13.751933107359777	11.198998829982012	13.274811541865015	10.721871766270054
3.168	13.803933116388107	11.237998834495956	13.326811568953866	10.76087177981376
3.181	13.85593312489178	11.276998838747595	13.378811594468464	10.799871792570395
3.194	13.907933132901286	11.31599884275217	13.430811618500298	10.838871804585702
3.207	13.959933140445342	11.354998846524035	13.48281164113554	10.87787181590276
3.22	14.011933147550998	11.393998850076715	13.53481166245535	10.916871826562147
3.233	14.06393315424373	11.432998853422953	13.586811682536178	10.955871836602087
3.246	14.115933160547534	11.471998856574734	13.638811701450027	10.994871846058572
3.259	14.167933166485016	11.510998859543363	13.690811719264717	11.033871854965517
3.272	14.219933172077457	11.549998862339487	13.742811736044123	11.072871863354854
3.285	14.271933177344915	11.588998864973126	13.794811751848414	11.111871871256662
3.298	14.32393318230627	11.627998867453726	13.846811766734255	11.150871878699279
3.311	14.375933186979314	11.666998869790174	13.898811780755025	11.189871885709382
3.324	14.427933191380802	11.705998871990849	13.950811793960998	11.22887189231211
3.337	14.479933195526511	11.744998874063645	14.002811806399524	11.267871898531139
3.35	14.531933199431311	11.78399887601599	14.054811818115201	11.306871904388762
3.363	14.583933203109197	11.822998877854882	14.106811829150043	11.34587190990599
3.376	14.635933206573355	11.861998879586915	14.158811839543612	11.384871915102595
3.389	14.68793320983621	11.900998881218296	14.210811849333174	11.423871919997213
3.402	14.739933212909452	11.939998882754884	14.262811858553833	11.462871924607398
3.415	14.791933215804109	11.978998884202174	14.31481186723865	11.501871928949674
3.428	14.843933218530553	12.017998885565362	14.366811875418763	11.54087193303961
3.441	14.89593322109856	12.056998886849339	14.418811883123507	11.57987193689187
3.454	14.94793322351734	12.095998888058698	14.470811890380505	11.61887194052027
3.467	14.99993322579556	12.134998889197785	14.522811897215774	11.657871943937817
3.48	15.051933227941392	12.17399889027068	14.57481190365383	11.696871947156763
3.493	15.103933229962527	12.212998891281222	14.626811909717752	11.735871950188649
3.506	15.155933231866213	12.251998892233047	14.67881191542928	11.774871953044348
3.519	15.207933233659272	12.29099889312956	14.730811920808899	11.813871955734097
3.532	15.259933235348138	12.329998893973976	14.782811925875892	11.85287195826754
3.545	15.31193323693886	12.368998894769321	14.834811930648428	11.89187196065376
3.558	15.363933238437147	12.40799889551845	14.88681193514362	11.930871962901312
3.571	15.415933239848364	12.446998896224049	14.938811939377585	11.969871965018257
3.584	15.467933241177574	12.48599889688864	14.990811943365507	12.008871967012183
3.597	15.519933242429547	12.524998897514614	15.04281194712168	12.047871968890236
3.61	15.571933243608765	12.563998898104211	15.09481195065957	12.086871970659155
3.623	15.623933244719456	12.60299889865955	15.146811953991866	12.12587197232528
3.636	15.675933245765606	12.641998899182616	15.198811957130516	12.164871973894583
3.649	15.727933246750965	12.68099889967528	15.250811960086772	12.20387197537269
3.662	15.779933247679061	12.719998900139327	15.302811962871235	12.242871976764906
3.675	15.831933248553224	12.758998900576401	15.354811965493885	12.281871978076218
3.688	15.883933249376593	12.797998900988082	15.406811967964128	12.320871979311324
3.701	15.935933250152113	12.836998901375829	15.45881197029082	12.35987198047466
3.714	15.987933250882568	12.875998901741054	15.510811972482303	12.398871981570391
3.727	16.039933251570574	12.91499890208505	15.562811974546436	12.437871982602449
3.74	16.091933252218602	12.953998902409056	15.614811976490618	12.476871983574533
3.753	16.14393325282897	12.992998902714241	15.66681197832182	12.515871984490126
3.766	16.19593325340387	13.031998903001684	15.718811980046608	12.554871985352515
3.779	16.247933253945362	13.070998903272427	15.770811981671164	12.593871986164789
3.792	16.29993325445539	13.109998903527437	15.822811983201314	12.632871986929858
3.805	16.35193325493578	13.148998903767628	15.874811984642546	12.671871987650473
3.818	16.40393325538825	13.187998903993865	15.926811986000024	12.71087198832921
3.831	16.455933255814433	13.226998904206946	15.978811987278618	12.749871988968502
3.844	16.507933256215846	13.265998904407653	16.03081198848291	12.788871989570648
3.857	16.559933256593933	13.304998904596694	16.08281198961722	12.827871990137803
3.87	16.61193325695005	13.34399890477475	16.134811990685613	12.866871990671997
3.883	16.66393325728547	13.382998904942456	16.18681199169192	12.90587199117515
3.896	16.715933257601407	13.421998905100423	16.238811992639747	12.944871991649066
3.909	16.767933257898978	13.460998905249204	16.290811993532497	12.98387199209544
3.922	16.819933258179255	13.499998905389342	16.342811994373367	13.022871992515874
3.935	16.87193325844325	13.53899890552134	16.394811995165373	13.061871992911879
3.948	16.923933258691903	13.577998905645664	16.446811995911354	13.100871993284871
3.961	16.9759332589261	13.616998905762758	16.498811996613984	13.139871993636186
3.974	17.0279332591467	13.655998905873057	16.550811997275787	13.178871993967089
3.987	17.079933259354473	13.694998905976941	16.60281199789913	13.21787199427876
4.	17.131933259550173	13.733977272063278	16.65481199848625	13.256871994572686
